	Kingdom	Phylum	Class	Order	Family	Genus	Species	OTU_ID	Isolate	Isolate_percent_id
Zotu3576	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu3576	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5582	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu5582	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7574	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7574	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7147	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7147	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7433	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7433	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5487	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5487	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4621	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu4621	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8025	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu8025	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu9394	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu9394	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6533	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6533	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8054	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu8054	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8980	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu8980	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5628	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5628	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu9233	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu9233	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5179	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5179	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8900	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu8900	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8373	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu8373	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8382	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu8382	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6528	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6528	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5119	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5119	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu9137	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu9137	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6263	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6263	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7347	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7347	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5641	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5641	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7718	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7718	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7606	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7606	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4904	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu4904	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu3200	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu3200	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7812	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7812	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5138	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5138	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4099	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu4099	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6044	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6044	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6450	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6450	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu3345	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu3345	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4175	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu4175	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6496	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6496	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5191	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5191	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu9239	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu9239	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5906	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5906	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6821	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6821	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6815	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6815	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4149	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu4149	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6326	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6326	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5105	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5105	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6196	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6196	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4543	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu4543	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4371	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu4371	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8962	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu8962	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4671	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu4671	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6852	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6852	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu3875	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu3875	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu3769	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu3769	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4755	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu4755	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5450	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5450	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8024	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu8024	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu9225	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu9225	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7705	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu7705	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4826	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu4826	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6567	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu6567	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7445	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7445	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7473	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7473	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu3492	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu3492	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8530	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu8530	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu3767	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu3767	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5932	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu5932	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8190	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu8190	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7158	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7158	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7603	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7603	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5472	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5472	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5933	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5933	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5506	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5506	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5254	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5254	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7975	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7975	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7150	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7150	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8151	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA	Zotu8151	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu9318	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu9318	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8059	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu8059	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5901	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5901	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5273	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5273	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu6578	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu6578	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu4467	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu4467	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu7858	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu7858	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu5719	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu5719	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu3526	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu3526	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
Zotu8346	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA	Zotu8346	Mortierella_polycephala|KOD1062|||k__Fungi;p__Mortierellomycota;c__Mortierellomycetes;o__Mortierellales;f__Mortierellaceae;g__Mortierella;s__Mortierella_polycephala	98.87
